id,date_UNIX,date_MSK,likes,views,reposts,comments,describe
156,1652779241,2022-05-17 21:20:41,19,784,9,0,"Привет всем желающим отдохнуть от учёбы и повседневности! Если ты не знаешь, как скрасить свои последние дни весны, то этот пост для тебя ☀ 
 
Павильоны ВЭФа, которые одиноко стоят на набережной в течение года, станут площадкой стремительно приближающегося НЕлетнего Феста. 
 
Много крутых ребят из ДВФУ и не только: [club61539064|ASAP.MUSIC], [club133134574|PINGwin], Центр НТИ, [club199637671|Клуб настольных игр «Твой ход»], [club189120938|FEFU ECO TEAM], [club8308281|Board Shop Advance], [club190125913|Клуб Го], [club200799806|Шахматный клуб ДВФУ], [club173129083|Гитарные вечера ДВФУ], [club167948560|-DA.Digital Art] и [club79612371|Fefuphoto] решили объединиться и дать тебе возможность бомбически провести один из последних майских дней, чтобы в отличном настроении ворваться в лето 🏖 
 
Тебя ждут интересные игровые локации, VR-зона, мастер-класс для любителей скейтерской движухи и многое другое, а ближе к вечеру – уютный концерт. Для тех, кто готов веселиться до конца – дискотека с приглашённым гостем [id363381150|DJ UNIVERZ]. 
 
🍔 Во время всего феста будет работать фуд-корт от PANDA и БУБЛИК для всех желающих.
 
Партнёр фестиваля – группа компаний [club119439646|SLAVDA]. 
 
– 28 мая* 
– с 15:00 до 23:00 
– площадка ВЭФ, южная часть кампуса ДВФУ (недалеко от теннисного корта и павильона Бурятия) 
 
*из-за погодных условий возможен перенос на 29 мая. 
 
Чтобы оторваться по полной – откладывай все дела и залетай к нам на движ. Но перед этим обязательно зарегистрируйся - https://asap.timepad.ru/event/2031625/"
142,1652753827,2022-05-17 14:17:07,1,512,0,0,
140,1652679699,2022-05-16 17:41:39,4,496,3,0,
138,1652437854,2022-05-13 22:30:54,11,741,21,0,"Школа наставников ИМКТ 2022

Наставник – мостик между первокурсником и ВУЗом. Он помогает в адаптации в студенческой среде
 
Тренинг подходит для тебя если ты общественник или просто студент и:
– умеешь коммуницировать с большим количеством людей;
– быстро ищешь информацию;
– желаешь поделиться опытом и показать первокурсникам всю красоту студенческой жизни ДВФУ.
 
В этом году набор наставников мы начинаем с индивидуального обучения в виде трехдневного интенсива из лекций и тренингов. 

Там расскажут как быть лидером, научат распоряжаться временем, прокачают эмоциональный интеллект, помогут разобраться с психологией и конфликтологией, а ещё проверят внимание и сообразительность, знание кампуса самого лучшего вуза. 

Обучение наставников ИМКТ пройдёт с 27 по 29 мая, зарегистрироваться можно по ссылке: https://vk.com/away.php?to=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSejhoYgdzXA88QVDUqinR_-9Ykaml_rxXwqdFrqQCwrpgSKnQ%2Fviewform&cc_key=

А с 10 по 12 июня пройдёт общее обучение наставников всего ДВФУ

Ждём тебя!"
135,1652403050,2022-05-13 12:50:50,8,739,15,0,"Хочешь поработать летом и остаться на кампусе? Есть вариант!

Приемная комиссия ДВФУ набирает команду технических секретарей для работы в рамках Приема 2022 с 20 июня по 1 сентября. Это отличный вариант для студентов, которых интересует временная занятость. 
 
В функционал входит: 
– консультация поступающих и их родителей;
– приём документов абитуриентов;
– работа на внутренних вступительных экзаменах; 
– формирование личных дел будущих студентов. 
 
Оклад технического секретаря ДВФУ составляет 150 рублей в час (не забываем о -13% НДФЛ). 

Для студентов ИМКТ преимущество в отборе.
 
Кроме того, иногородний студент может рассчитывать на сохранение места в общежитии на период работы в Приемной комиссии. 
 
Чтобы стать частью команды необходимо выслать скан заявления о приеме на работу (форма прилагается) на эл.адрес mozhaeva.nv@dvfu.ru до 20 мая 2022 года."
134,1652232215,2022-05-11 13:23:35,23,1164,28,1,"Встреча с дирекцией ИМКТ для обсуждения проблем образовательного процесса 
 
Студенты лучше знают, что нужно студентам :) Дирекция института всегда открыта к диалогу, в частности в области проектирования и реализации образовательного процесса. 17 мая пройдёт встреча со студентами для того, чтобы разобрать проблемы образовательного процесса, идеи по улучшению, направленность обучение (проектная деятельность, например). Ты сможешь поделиться тем, каких занятий хотелось бы больше, а каких – меньше. 
 
Итак, финализируем: 17 мая, 17:00 встреча о том, как лучше устроить твой образовательный процесс. 
 
Регистрируйся на встречу по ссылке: https://forms.gle/RA6NZzhpq84uwfy17"
133,1652137200,2022-05-10 11:00:00,7,535,3,0,"Хакатон «IT Arena» для программистов и дизайнеров
 
Хакатон это отличное место чтобы проверить и улучшить свои навыки, соревнуясь с другими участниками. Ты проверяешь свои навыки, получаешь опыт и полезные контакты. В общем, плюсы на лицо :) 
 
Хакатон пройдёт в 2 дня на базе ВГУЭС, основной этап пройдёт 19 мая, а 20 — торжественное закрытие и награждение:
— 19 мая, с 10:00 до 18:00
в аудитории 1335 на открытии 
в аудитории 1530 на основном этапе 

— 20 мая, с 13:00 до 16:00
в аудитории 1335 на торжественном закрытии и награждении
 
Зарегистрироваться ты можешь по ссылке: http://itshack.ru/workshops 
А здесь вся подробная информация об организации и проведении хакатона: https://t.me/STUD_WAVE"
126,1651888800,2022-05-07 14:00:00,21,1005,5,4,"Крипта, Сбер и котики – о том, как прошла Весенняя проектная школа. 
 
На прошлой неделе подошла к концу Весенняя проектная школа. Ребята прослушали лекции от опытных спикеров из разных IT-сфер: преподавателей, студентов ДВФУ и сотрудников IT-компаний, узнали много нового об игровой индустрии, дизайне, разработке и создании контента, защите данных и многом другом.
 
На закрытии в присутствии дирекции и компаний-партнеров команды представили свои проекты, выполненные во время школы. Расскажем о лучших, а их немало.

FEFU Events представили одноименный сервис для поиска студенческих мероприятий на территории кампуса ДВФУ.
Теперь всё в одном месте и на одном карте! Ты точно не пропустишь крутой технодвиж👾

Macrosoft сделали сервис, позволяющий сформировать учебный план с минимальным вовлечением человека. 

«Сберкотики» в коллаборации с TPSS разработали веб-приложение и приложения для IOS и Android для бронирования переговорных для «Сбера». 

Команда Web Dream совместно со студентами ШЭМ разработали проект сайта ИМКТ. 
 
«Команда редисок» представила проект Emotion для тренировки распознавания сложно отличимых эмоций человеком. 
 
Проект Smart, созданный командой IIVE, анализирует источники информации о студентах и преобразует их в понятное портфолио, позволяющее узнать о компетенциях и скиллах человека. 
 
«Боцманские рыбки» наконец доделали демоверсию сюжетной кампании и режим выживания в своей игре FEFU-Calypse для ПК. Теперь в нее можно поиграть и посоревноваться с друзьями: https://vlaimown.itch.io/fefu-calypse

А NDev разработали бота-помощника в мире криптовалюты FindCrypto, позволяющего узнать основную информацию о интересующей вас крипте. 
С его помощью тебе станет легче майнить🤩

Наш постоянный спонсор – компания “Slavda” не оставила ребят без напитков. 
 
Не забывай, что всё это сделано в ИМКТ и ищи себя на фото в альбоме👇🏻"
108,1651655357,2022-05-04 21:09:17,38,2257,52,16,"Турнир по играм от ИМКТ

14 мая у нас пройдёт турнир для обладателей быстрой реакции, язвительных шуток для тиммейтов и всех близких к культуре турниров по играм.

В рамках турнира пройдут соревнования: 
– Quake 3|2, 
– CS 1.6 | Source, 
– Warcraft 3, 
– Need 4 Speed Underground 2

📌 Обязательное условие для участия в турнире - наличие своих ноутбуков

А для тех, кто пришел поболеть за опытных варкрафтеров или просто отдохнуть мы приготовили Chill Zone с VR, множество однопользовательских и многопользовательских игр, таких как: MK 9, TEKKEN, Worms и т.д. И всеми любимые настолки :)

Участникам турнира нужно зарегистрироваться по ссылке: https://vk.com/away.php?to=https%3A%2F%2Fforms.office.com%2FPages%2FResponsePage.aspx%3Fid%3DHfk_qw_hXkKxdztFSK27YSTRHqvvJh9LtwpGE2OVYsxUN0tZRFdFQ0tMT0RGRVVBUTc3RkRZN0hIUy4u"
107,1651111200,2022-04-28 14:00:00,17,1210,3,0,"После месяца работы пришло время подводить итоги

Последний «рабочий» день Весенней проектной школы пройдёт в эту пятницу и будет посвящён презентации проектов студентов, которые были выполнены в рамках школы.  

На протяжении месяца ребята работали над ними и слушали лекции от спикеров разных IT-сфер: VR/AR, GameDev, Web, Data Science и Blockchain. Помимо этого, лекторы рассказывали о проектной деятельности, работе в команде, управлении проектами, безопасности продукта и многом другом. 

В рамках последнего «рабочего» дня будут представлены собственные проекты студентов и проекты, решающие проблемы компаний-партнёров. На презентацию приглашены представители ИМКТ ДВФУ и эксперты из компаний-партнёров. Наиболее заметные проекты будут отмечены дипломами.

— 29.04, 15:30

— корпус А, зал «Великая стена»

Регистрируйся на мероприятие по ссылке: https://leader-id.ru/events/279186"
105,1651033148,2022-04-27 16:19:08,15,852,10,0,"Как же сделать, чтобы жить стало лучше? Начни с пространства вокруг, а мы в этом поможем. 
 
Мы команда людей из студенческого совета ИМКТ, которые готовы сражаться с облупившейся краской, шатающимися стульями и западающими клавиатурами. 
 
Наша цель — благоустроить помещения ИМКТ и создать уютную и комфортную атмосферу для обучения в D корпусе. Мы хотим сделать так, чтобы учебный корпус в первую очередь выполнял свою основную функцию – был привлекательной площадкой для получения знаний. 
 
В процессе улучшения нашей среды мы будем прислушиваться к твоему мнению, спрашивать, как и что сделать лучше: где покрасить стены, что починить, куда принести мягкие пуфы. Например, если в лекционке не хватает розеток для постоянной работы ноутбука, мы найдём для этого кабели и протянем их. Если в аудитории зимой холодно – вызовем мастера для настройки батарей или утеплим окна. 
 
От тебя ждём лишь пару слов и пожелания по благоустройству, которые ты можешь оставить, перейдя по ссылке: https://docs.google.com/forms/d/e/1FAIpQLSe7Hfeqot0nS896614E5O2IrLx2kT-ncu8ysLzB-3veFkB0wg/viewform?usp=sf_link"
102,1650591137,2022-04-22 13:32:17,7,627,6,0,"Наши друзья организуют мега-крутой фестиваль накануне всеми любимой сессии, где ты сможешь отвлечься и замечательно провести время.

Шоу косплееров, geek-ярмарка, VR и PS, потрясные фотки – всё это и многое другое ждёт тебя.
Приходи сам и друзей приводи!"
97,1650356236,2022-04-19 20:17:16,18,793,1,4,"Что же такое Весенняя проектная школа? 
 
Проектная школа – серия мероприятий, нацеленная на подготовку студентов к работе над реальными проектами и организованная крутыми ребятами из Академии цифровой трансформации и Студенческого совета ИМКТ для популяризации проектной деятельности в вузе. 
 
Принять участие в ней может любой человек вне зависимости от направления, курса и института. В рамках школы участники генерируют идеи для своих проектов и реализовывают их. Некоторые ребята реализуют кейсы от партнеров: Сбера, Farpost, Университетской школы ДВФУ и др. Во время работы организаторы активно поддерживают всех студентов и помогают в воплощении проекта в жизнь. В конце проектной школы студенты презентуют свои проекты. 
 
В процессе работы над проектами ребята слушают лекции от спикеров разных IT-сфер: VR/AR, GameDev, Web, Data Science и Blockchain. Помимо этого, лекторы рассказывают о проектной деятельности, работе в команде, управлении проектами, безопасности продукта и многом другом. 
 
Сейчас работа идёт полным ходом и уже на следующей неделе пройдёт презентация проектов всех команд Весенней проектной школы. Возможно, один или даже несколько из них будет ждать большое будущее."
96,1650274200,2022-04-18 21:30:00,10,924,2,0,"Мы помогли тебе стать здоровее, теперь ты помоги нам стать лучше 
 
7 апреля прошёл день здоровья в рамках встречи с Ксенией Рыбальченко - основателем и идеологом проекта Let's Start Together. 
 
Ксения рассказала о своей платформе, ребята смогли её потестить, узнать о нюансах создания и поиграть с друзьями в подвижные VR-игры. 
 
Кстати, платформа до сих пор находится на этапе тестирования, поэтому все неравнодушные могут помочь её усовершенствовать. Потестить платформу можно перейдя по ссылке: https://sport-together.ru, а оставить свой отзыв в форме для обратной связи можно здесь: https://clck.ru/fbUss. 
 
Электронная платформа позволит тебе найти единомышленников по видам спорта, организовать спортивные мероприятия, стать участником спортивных событий и поделиться со всеми информацией о своей спортивной организации. 
 
Участники презентации могут найти себя на фото в альбоме👇🏻"
93,1649763362,2022-04-12 23:36:02,2,538,0,0,
91,1649249034,2022-04-07 00:43:54,16,945,7,1,"Физкульт-привет, всем айтишникам
 
7 апреля - всемирный день здоровья, а значит нужно обязательно собраться и размяться.
 
Завтра пройдёт встреча с Ксенией Рыбальченко - основателем и идеологом проекта Let's Start Together.
 
Ксения презентует своё приложение, расскажет о реализации своей идеи, получении гранта, о том, как смогла найти единомышленников.
 
ИТ-приколы тоже будут, куда же без них. Можно будет потестить приложение, узнать о нюансах его создания и поиграть с друзьями в подвижные VR-игры.
 
— 7 апреля, 15:10
— корпус G, аудитория 470
 
Приходите и друзей приводите😉"
90,1648984500,2022-04-03 23:15:00,4,737,5,0,"Второй раунд «диалога о средовых дополнениях» со студентами ДВФУ

Нам кажется, что не все поняли смысл проекта «диалог о средовых дополнениях». Мы не ждем от тебя предложений, проектов и смет, нам важно узнать чего тебе не хватает на кампусе. Ты можешь прийти и «пожаловаться», мы за искренний диалог и взаимоподдержку в улучшение среды. 
 
Как представители ИМКТ и архитектурного бюро мы не хотим решать, что стоит изменить на кампусе: нужны тебе качели, коворкинги или новый VR-класс. Кампус – студенческое пространство, лучше тебя никто не сможет его обустроить. Сейчас лучшее время, чтобы не бояться его высказать, тем более что все сказанное будет зафиксировано тобой же и полностью анонимно. 

Встречаемся 04 апреля, 18:30 в Зале «Начало» Точки кипения."
85,1648617911,2022-03-30 17:25:11,21,950,4,2,"Открытие Весенней проектной школы 
 
В пятницу начнется проектная школа, а значит пришло время рассказать чуть больше о том, что ждёт участников в первый день. 

Открытие Весенней проектной школы IMCTech пройдет в торжественной обстановке. Дирекция ИМКТ и приглашённые гости из компаний-партнёров расскажут о современных тенденциях в мире информационных технологий, как проекты в IT помогают бизнесу, и какой вклад могут внести в это студенты ДВФУ. Планируется выступление команд с их проектами с Зимней проектной школы IMCTech, которая проходила на зимних каникулах.
 
Прийти на открытие может любой желающий вне зависимости от того, хочет ли он принимать участие в проектной школе или нет. 
 
Дата: 1 апреля 
Время: 15:00 
Место: корпус А, 8 уровень, зал “Великая стена” 
 
Регистрация: https://leader-id.ru/events/279173"
83,1648105202,2022-03-24 19:00:02,38,2311,41,2,"На связи снова IMCTech! 
 
Мы к вам с отличными новостями: объявляется набор в Весеннюю проектную школу, которая начнется 1 апреля и будет проходить по пятницам и субботам до 30 апреля. 
 
Школа нацелена на подготовку студентов к работе над реальными проектами. Принять участие может любой человек вне зависимости от направления, курса и института. В программе практические интенсивы по IT-направлениям, лекции от опытных спикеров и многое другое. 
 
В рамках школы участники будут генерировать идеи и создавать свои собственные проекты. Во время работы организаторы будут активно поддерживать участников. В конце проектной школы студенты презентуют свой проект. 
 
Наш постоянный и любимый спонсор – компания “Slavda”, не оставит вас без напитков. 
 
Подробная информация, расписание и место проведения будут доступны всем зарегистрированным участникам. 
 
Переходи и регистрируйся: https://imctech.ru/pschool"
81,1647945662,2022-03-22 22:41:02,6,988,12,0,"Всем нам немного (или много) не хватает общественной инфраструктуры: неначем сидеть в парке, нечего делать на выходных или совсем не хочется несколько часов тратить на дорогу до кинопремьеры со своей второй половинкой.

Совместно со Студенческими Советами всех школ и командой бюро ASAP.Architects мы запускаем большой проект под названием «Диалог о средовых дополнениях», цель которого выявить важные, а главное желанные, средовые решения для территории первой и второй очереди кампуса.
Мы решили впервые сообща сформулировать запрос о необходимых дополнениях для Кампуса ДВФУ и открыто представить свои запросы на Международном молодежном форуме архитектуры и дизайна «АРХ’Пасифик»-2022 (который пройдет с 11 по 18 апреля). Также сформированные вами запросы станут основной для аналитического исследования, которое будет частью обоснования строительства второй очереди, а наше мнение поможет определить функциональное наполнение будущих объектов.

Мы ждем вас со своими смелыми мыслями на общей встрече студентов ИМКТ 28.03, которая пройдет в зале «Великая стена» с 18:30-20:30. Вы сможете не только высказаться, но и узнать, как  квалифицировать средовые проблемы, как правильно о них говорить и как доказать свою точку зрения быстрым проектным решением, независимо от вашей специальности.

Однако еще до встречи мы просим всех студентов ИМКТ поучаствовать в опросе (вне зависимости от того, собираетесь ли вы присутствовать на встрече).

Опрос для студентов: https://forms.office.com/r/2U6QXeg76y

Опрос для сотрудников: https://forms.office.com/r/kgPpNprZwU"
80,1647766801,2022-03-20 21:00:01,8,737,1,0,"22 марта 2022 года запускается специальный курс для студентов IT-специальностей – Nexign Bootcamp, стрим Восток
 
Он поможет старшекурсникам получить полезные навыки в разработке программного обеспечения, познакомиться со спецификой ИТ компаний: https://job.nexign.com/bootcamp 

Обо всё поподробнее:
— целевая аудитория – студенты 3-4 курсов технических специальностей;
— курс пройдёт с 22 марта по 21 апреля 2022;
— занятия проходят по вторникам и четвергам, начало в 17:00 (Вдк), продолжительность одного занятия 1.5 часа;
— формат занятий – теория+практика;
— всё будет проходить онлайн в zoom;

Регистрируйся по ссылке: https://job.nexign.com/bootcamp 
После регистрации тебе придут ссылки на подключение и анонсы."
79,1647756001,2022-03-20 18:00:01,8,698,9,0,"Команда Risk.Modelling.Research Сбера открывает набор на курс «Машинное обучение и Анализ Данных» с возможностью последующей стажировки для тех, кто успешно освоил его.

По итогу курса ты научишься обрабатывать и анализировать данные, применять модели классического машинного обучения, а также поучаствуем в соревнованиях на kaggle (полезно для CV, как и наполнение github-профиля) 
 
Курс рассчитан на 12 пар (45мин. лекций + 45мин. практики) по одной в неделю. 

Преподавать будут действующие дата сайентисты Risk.Modelling.Research с московского офиса Сбера, которые сами окончили ДВФУ :) 
 
А если окажется, что ты и так можешь в DS & ML, то попасть на стажировку можно сразу по результатам отборочных интервью. Стажировка удобна для студентов, так как DSHub Сбера находится на о. Русском прямо в корпусе А ДВФУ, а насчет графика всегда можно договориться. 

Узнать больше о курсе ты можешь в презентации ниже. 
 
Регистрируйся по ссылке: https://vk.com/away.php?to=https%3A%2F%2Fsbergraduate.ru%2F%25D0%2597%25D0%25B0%25D1%258F%25D0%25B2%25D0%25BA%25D0%25B0-%25D0%25BD%25D0%25B0-%25D0%25BA%25D1%2583%25D1%2580%25D1%2581-%25D0%25BF%25D0%25BE-%25D0%25B0%25D0%25BD%25D0%25B0%25D0%25BB%25D0%25B8%25D0%25B7%25D1%2583-%25D0%25B4%25D0%25B0%25D0%25BD%25D0%25BD%25D1%258B%25D1%2585-%25D0%25B8-%25D0%25BC%25D0%25B0%25D1%2588%25D0%25B8%2F&cc_key="
74,1647744498,2022-03-20 14:48:18,7,824,12,1,"Привет! Ты давно мечтаешь научиться создавать видеоигры или являешься новичком в сфере gamedev? ASAP_GAMES представляет самую настоящую школу разработки видеоигр! Эксперты из Game Forest и ИМКТ не дадут сидеть без дела никому. Здесь ты получишь базовые навыки и разработаешь в команде собственный платформер на движке Unity. 
 
Регистрация по ссылке: leader-id.ru/events/273817 
 
Обучение в ASAP_GAMES SCHOOL будет строиться на трех треках, которые будут идти одновременно. Выбирай направление, ориентируясь на свои навыки и желания: 
— геймдизайн — для тех, кто имеет игровую насмотренность и огромное желание развиваться; 
— программирование — для тех, кто имеет базовые навыки программирования; 
— игровой арт — для тех, кто умеет работать в графических редакторах и хочет научиться создавать такую игровую 2D графику. 
 
Если ты готов стать настоящим Rockstar в игровой разработке, ищи подробную информацию в группе ASAP_GAMES, подавай заявку на участие по ссылке выше и выполняй входное отборочное задание, его тебе пришлют в течение суток после регистрации. 
 
— 24 марта - 30 апреля 
 
ДВФУ, А корпус, 8 уровень, Точка кипения — Владивосток 
 
Разогревай игровой движок и продолжай следить за новостями. Увидимся совсем скоро!"
73,1647326147,2022-03-15 18:35:47,5,761,11,0,"Владивосток станет площадкой для проведения VII Международных спортивных Игр «Дети Азии». 
 
У каждого студента ДВФУ есть уникальная возможность стать волонтером в одном из направлений: 
🔹Атташе: «Иностранных делегаций» или «Российских делегаций» 
🔹Тим-лидер 
🔹Волонтер спортивных объектов 
🔹Соревновательная зона: «Общая зона», «Безопасность», «Медик» 
🔹Волонтер объектов питания 
🔹Волонтер размещения по объектам проживания 
🔹Волонтер Международного пресс-центра 
🔹Волонтер Центра аккредитации и выдачи формы 
🔹Волонтер транспортного обеспечения 
🔹Волонтер пункта проводов и встреч 
🔹Волонтер наградной группы 
🔹Волонтер штаба 
🔹Волонтер культурной программы 
 
Став волонтером, ты получишь: 
🏠 Место проживания в общежитии до старта Игр (24.07.2022г.), а на период проведения Игр (25.07-08.08.2022г.) – проживание предоставляется бесплатно 
👕 Крутейший пак экипировки (бейсболка, футболка, ветровка, шорты, кроссовки и др. элементы) 
🍽 Бесплатное питание 
👥 Бесценный опыт и новые знакомства! 
 
Чтобы узнать подробности:
1. приходи в будние дни в ауд. А432 (бывший пункт вакцинации) с 10:00 до 18:00 – запишись, пройди отбор, стань волонтером Игр «Дети Азии» и частью большого праздника спорта
2. оставь заявку✍ по ссылке и с тобой свяжутся, чтобы назначить собеседование⤵
https://docs.google.com/forms/d/e/1FAIpQLSdSJi0vBlJWl.. 
 
P.S. Но лучше посетить кабинет и пройти собеседование сразу"
72,1645851601,2022-02-26 17:00:01,21,1008,6,0,"Выпускной прошёл на отлично! 
 
21 февраля состоялось торжественное вручение дипломов студентам ИМКТ направления 10.05.01 «Компьютерная безопасность».
 
На мероприятии студенты отметили окончание университета, получили дипломы и грамоты в торжественной обстановке, а также выслушали поздравления и напутственные речи. 
 
Благодарим спонсора мероприятия - компанию Slavda. Она предоставила нашим выпускникам и гостям мероприятия освежающие напитки.
 
Ещё раз от всей души поздравляем выпускников с окончанием университета и желаем вам успехов и профессиональных побед!"
70,1645671857,2022-02-24 15:04:17,2,616,1,0,
69,1645671741,2022-02-24 15:02:21,1,687,1,0,"Уфимский государственный нефтяной технический университет приглашает тебя принять участие в Международном конкурсе научных и бизнес-проектов «Молодые новаторы», который будет проходить с 1 марта по 30 апреля 2021-2022 учебного года. 
 
Направления конкурса: 
— «Цифровой код» – проекты по цифровой экономике и цифровым решениям; 
 — «Успешное решение» – проекты в области реализации бизнес-идей и предпринимательства; 
— «Движение вперед» – проекты по стратегическому развитию и мировой экономике; 
— «Инженерия» – проекты по прикладным аспектам экономики для решения инженерно-технических и технологических задач; 
— «Коммуникатор» – проекты, связанные с маркетинговым продвижением товаров и услуг в городе, регионе, стране; 
— «Честный разговор» – проекты, направленные на создание новых GR-технологий. 

Проекты нужно отправить до 1 марта на почту: novatory2022@mail.ru.
Узнать больше о правалах конкурса ты можешь в положении ниже."
